,created_at,tweet,frames
2779,2022-10-22 12:31:01+00:00,"""@4647515071704063497 put than man in prison! he’s a nuisance! people are hurting here in florida. people can’t afford rent, homeless &amp; borderline homeless(i know many), people can’t afford groceries, gas, you name it! it’s real in the field here in florida. ron has made it more difficult for everyone""","['government_critique', 'money_aid_resource_allocation']"
2780,2022-09-17 14:13:27+00:00,"""@4691732177323071298 why would they be homeless?

immigrants work hard""","['harmful_generalization', 'deserving_undeserving_of_resources']"
2781,2022-04-25 15:21:10+00:00,"""@4771750388141857470 could i have a retweet please. i'm in the market for an extension to my junk. nothing o.t.t i'll have to know, nothing vulgar or anything, but i'm hoping some kind hearted johnson surgeon would do it on the cheap as i have a disabled son /  been made homeless etc.ta""",['0']
2782,2022-02-25 23:59:01+00:00,"""@5033612352963623591 no, as far as i concern, all these fukkers must be sent to a minimum of 1 year in prison and must work fixing roads, schools, hospitals and homeless shelters…""","['harmful_generalization', 'money_aid_resource_allocation', 'solutions_interventions']"
2783,2022-07-27 21:14:06+00:00,"""@5486515637296741191 @2850026072425093357 @3715137292070247052 @5379581614913931698 i believe i now find myself being politically homeless. i didn’t fully back starmer since he became the leader of the labour party, and after today, he’s lost what confidence i did have in him and his leadership.""",['0']
2784,2023-02-03 06:51:29+00:00,"""@5544454938204056437 the remarks, delivered in early 2020, were in the context of his proposing a law that cities/counties who don't get the homeless off the streets immediately face legal penalties from the state.""",['solutions_interventions']
2785,2022-07-19 20:33:02+00:00,"""@5565339633843068943 i dare you steve to volunteer at a homeless shelter without the cameras....can you do something for anybody without cameras or expecting to boost ya """"brand"""" of anything?..can you?""",['societal_critique']
2786,2022-12-03 18:45:31+00:00,"""@5674968524555896657 @3536376183634961863 actually you’re very right. riyadh is gorgeous in its own way and london is actually a landfill festered with homeless people. i think it’s very overrated so i have no idea why saudis and khaleejis love it so much. call me old-fashioned, but i much prefer places like montreal <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 133]'></span>""",['harmful_generalization']
2787,2022-07-16 13:18:06+00:00,"""@5877729374874993214 honestly, at this rate i feel like houses are myths and i'll just be homeless in xiv forever""",['0']
2788,2022-07-29 05:48:47+00:00,"""@5943967771830715689 @7078827606791552966 @7714547850766026529 it seems you want homeless people to just disappear into the ether, but won't support housing them. not many solutions to your problem.""",['societal_critique']
2789,2022-08-29 14:58:43+00:00,"""@5972540807634072807 im get no real pleasure out of material goods (likely a throwback to when i was very poor/homeless).

i have an inhumane work ethic and am willing to suffer (prob an unhealthy amount) to get what i want.

geez, putting it in writing makes me sound like a sociopath <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 130]'></span>""",['0']
2790,2022-11-20 17:02:01+00:00,"""@6039697481545949376 @5732809223221530232 building nice social housing and housing homeless people to end homelessness, regardless of if they have pre-existing addiction or mental illness, as opposed to north america's continuum of care approaches which make homeless people jump through hoops to qualify for housing.""",['solutions_interventions']
2791,2022-12-16 07:25:55+00:00,"""@6051862871301495981 so brits who go on holiday to holiday parks are holidaying in concentration camps are they? the left just keep getting more ridiculous, they ignore, trash and wipe out british communities  culture, rights and traditions etc, walk past our own homeless in favour of imported men.""","['government_critique', 'deserving_undeserving_of_resources']"
2792,2022-04-25 21:55:59+00:00,"""@608028711520582740 @6977964539464685111 @3204031464744181030 can you imagine what @6977964539464685111 could do with $43bn if he were to ‘think again’ and applied it towards mental health, homeless, affordable housing and other social needs to advance humanity?""",['money_aid_resource_allocation']
2793,2022-10-26 15:29:41+00:00,"""@6206752384516560384 @252806268965529008 @6730578244094856812 @5726675771016410871 lmaooo i literally work with the homeless <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 130]'></span>  i suggest you actually speak with the homeless a bit, it’ll help you be less naive <span class='emoji-bytes' data-emoji-bytes='[240, 159, 145, 141]'></span>""","['societal_critique', 'personal_interaction_observation_of_homelessness']"
2794,2022-02-27 16:50:46+00:00,"""@6327055515180252266 @4814120857493970505 first of florida has a great adoption process , many support ways and charities that support life, the homeless etc, we also have lobbied to help people with disabilities and addiction. we also have programs for the homeless""","['harmful_generalization', 'solutions_interventions']"
2795,2022-08-24 23:16:46+00:00,"""@6333054867981793303 @2298142256555806362 this is a joke right? 
what persons with disabilities are you talking about? the ones who grew up like you, with privilege? 

i know you're not talking about the pwd you're starving and letting go homeless on insufficient supports like me or my followers and friends <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 161]'></span>""",['0']
2796,2022-08-07 00:11:41+00:00,"""@634815605364366261 @7142745830533441817 lol i guess your right my bad lol but duggs is still not racist that shit is terrifying it doesn't just have to be minorities,any time small town ppl go to cities with homeless ppl or drugged up ppl is terrifying for p who aren't used to seeing it""",['harmful_generalization']
2797,2022-04-16 12:55:47+00:00,"""@6372865501635922343 i’m just chilling out 
iller than usual but the sun is shining the bluebells out 
however i’m still sad not for myself but for the lonely the frightened and the homeless 
all i can do is keep them in my heart with love ❤️""",['personal_interaction_observation_of_homelessness']
2798,2022-03-08 03:43:05+00:00,"""@6467756719981768803 @1662170129413963969 @4553370160020642022 @6977964539464685111 nobody is gonna make the switch if there homeless, you do realize that society reflects gas prices right? if gas got to $10 a gallon society would probably collapse let alone $15. i'm all for renewable energy and saving the planet but making the switch will take decades""",['harmful_generalization']
2799,2022-12-08 15:19:18+00:00,"""@6483573998237012990 @4441148386262492268 @5874308659584391798 @3597598859998675605 @4602532317356615403 i look forward to seeing it, and have ideas to contribute if you're interested. the biggest problems are a combination of the fraudulent ballots harvested and filled out fraudulently from places like homeless nonprofits. many thousands of those. plus the drop boxes. the drop 1/2""","['harmful_generalization', 'deserving_undeserving_of_resources']"
2800,2022-03-11 23:58:41+00:00,"""@6536288540530873437 isn’t lying against what your bible says? why don’t you use that money to feed the homeless, help out the poor or, donate to an animal shelter.""","['harmful_generalization', 'societal_critique']"
2801,2022-12-30 11:58:23+00:00,"""@6637032781944056809 @8758688836374165751 @2995719843895925789 @745114715271146593 i whistleblew about poor safeguarding in a local authority children's home. the police + la covered it up in the most vile inhumane way imaginable

i'm homeless because of the abuse i experienced all because i called out failures to safeguard vulnerable children""",['societal_critique']
2802,2023-01-05 09:09:12+00:00,"""@675613769564840788 @8717529560159160973 @3366303144078384306 not one that equates to the rape/murder of an innocent person. giving life in prison which is basically feeding, housing, and even receiving medical care to a rapist murderer for the rest of their life is not justice. not even homeless people get taken care like that. <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 144]'></span>""",['harmful_generalization']
2803,2022-03-04 04:57:57+00:00,"""@6882944326254659274 @2071766862601175027 @4253766348359385998 @4752631798464952069 true, but the homeless here are not being actively bombed...you do seem a bit overly @6882944326254659274""",['deserving_undeserving_of_resources']
2804,2023-01-13 14:37:06+00:00,"""@6895195323629094754 see #northeasthomeless for truth
please make sure you do not take part in any online donations that have probably not been closed down. your money may be going towards paying their debts and not to the homeless. one of the biggest revelations about this charity unfortuntately.""","['societal_critique', 'solutions_interventions']"
2805,2022-10-23 19:15:47+00:00,"""@7142328427598726369 @8389297971841825293 bull...begin by reducing our gas taxes, and spend more wisely on border and homeless solutions. addressing our ca water issues yet madam?""",['government_critique']
2806,2022-04-09 17:49:34+00:00,"""@7244486076482450053 @2048258675981274883 @179325428646399354 overflowing unmonitored homeless population
doesn't make any city safe.""","['harmful_generalization', 'personal_interaction_observation_of_homelessness']"
